OrderID,OrderDateKey,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,NetRevenue,COGS,Profit,PaymentMethod,PromoCode,ShipDays,ShipMode,ReturnedFlag
O0019424,20250415,C02093,P0088,S004,2,140,0.0407,280,280,180,100,UPI,NONE,3,Standard,0
O0019425,20250716,C01133,P0166,S045,1,150,0.1603,150,150,120,30,UPI,NEWUSER10,5,Standard,0
O0019426,20250908,C01129,P0078,S008,1,3980,0.0589,3980,3980,2490,1490,Wallet,NONE,1,Express,0
O0019427,20250827,C02205,P0130,S026,2,30,0.0449,60,60,40,20,UPI,NONE,3,Standard,0
O0019428,20250722,C00969,P0015,S022,1,530,0.1038,530,530,360,170,Wallet,BANK10,3,Standard,0
O0019429,20251113,C00603,P0087,S008,1,30570,0.0474,30570,30570,20550,10020,Credit Card,NONE,5,Standard,0
O0019430,20251220,C02118,P0078,S035,2,4230,0.0004,8460,8460,4980,3480,UPI,NONE,3,Standard,0
O0019431,20251006,C01310,P0107,S036,2,160,0,320,320,240,80,UPI,NONE,1,Express,0
O0019432,20250309,C02345,P0139,S013,1,1220,0.1505,1220,1220,1120,100,Net Banking,BANK10,1,Express,0
O0019433,20251009,C02283,P0001,S039,1,19690,0.0966,19690,19690,14860,4830,Credit Card,BULK5,2,Express,0
O0019434,20250703,C02028,P0055,S028,1,280,0,280,280,180,100,Wallet,NONE,5,Standard,0
O0019435,20250715,C00883,P0082,S010,2,360,0.0294,720,720,500,220,Net Banking,NONE,3,Standard,0
O0019436,20251210,C01795,P0117,S013,1,950,0.0107,950,950,730,220,UPI,NONE,4,Standard,0
O0019437,20250712,C01182,P0021,S002,1,20,0.0092,20,20,10,10,Cash,NONE,6,Standard,0
O0019438,20251107,C01911,P0127,S026,1,30220,0.0342,30220,30220,18490,11730,UPI,NONE,4,Standard,0
O0019439,20250825,C02333,P0132,S024,3,210,0.0736,630,630,450,180,UPI,NEWUSER10,5,Standard,0
O0019440,20250201,C01832,P0097,S009,1,2710,0.0688,2710,2710,1800,910,UPI,BANK10,4,Standard,0
O0019441,20250913,C01249,P0141,S029,5,140,0,700,700,450,250,UPI,NONE,2,Express,0
O0019442,20250630,C02482,P0093,S014,1,160,0.1552,160,160,110,50,UPI,FESTIVE15,6,Standard,0
O0019443,20250719,C02161,P0180,S008,1,300,0,300,300,220,80,Wallet,NONE,2,Express,0
O0019444,20250421,C00613,P0010,S009,1,14010,0.1426,14010,14010,10900,3110,Debit Card,BULK5,5,Standard,0
O0019445,20250309,C02352,P0084,S026,1,220,0.1047,220,220,190,30,Net Banking,FESTIVE15,5,Standard,0
O0019446,20250929,C01200,P0131,S042,1,320,0.1175,320,320,270,50,Credit Card,NEWUSER10,1,Express,0
O0019447,20250401,C00641,P0016,S024,1,160,0.1097,160,160,110,50,Credit Card,BANK10,1,Express,0
O0019448,20250204,C00738,P0121,S028,1,580,0.1538,580,580,450,130,Cash,FESTIVE15,4,Standard,0
O0019449,20250629,C01965,P0025,S039,1,260,0.0784,260,260,160,100,Cash,BANK10,2,Express,0
O0019450,20250917,C00964,P0109,S030,5,510,0.089,2550,2550,1800,750,UPI,NEWUSER10,5,Standard,0
O0019451,20250316,C01635,P0164,S037,1,120,0.0746,120,120,90,30,Debit Card,NONE,2,Express,0
O0019452,20250513,C01112,P0044,S025,3,2210,0.0843,6630,6630,4800,1830,UPI,NONE,5,Standard,0
O0019453,20250604,C02467,P0036,S006,2,25920,0.0921,51840,51840,38620,13220,UPI,NONE,5,Standard,0
O0019454,20251204,C00342,P0111,S030,1,3980,0.1134,3980,3980,2820,1160,UPI,BANK10,4,Standard,0
O0019455,20250223,C01464,P0066,S032,1,150,0.0186,150,150,100,50,UPI,NONE,3,Standard,0
O0019456,20251202,C00890,P0143,S021,2,1780,0.0704,3560,3560,2900,660,Credit Card,NEWUSER10,4,Standard,0
O0019457,20250223,C01982,P0025,S023,1,270,0.0269,270,270,160,110,UPI,NONE,3,Standard,0
O0019458,20250731,C02358,P0143,S005,1,1770,0.0743,1770,1770,1450,320,Wallet,NONE,3,Standard,0
O0019459,20251104,C00865,P0148,S021,1,150,0,150,150,90,60,UPI,NONE,1,Express,0
O0019460,20251127,C02270,P0135,S042,1,490,0.0215,490,490,280,210,Credit Card,NONE,5,Standard,0
O0019461,20250717,C01516,P0055,S008,1,270,0.047,270,270,180,90,UPI,NONE,3,Standard,0
O0019462,20250629,C00138,P0131,S029,1,350,0.0191,350,350,270,80,Credit Card,NONE,4,Standard,0
O0019463,20251012,C01947,P0068,S034,1,690,0.0739,690,690,580,110,UPI,NONE,4,Standard,0
O0019464,20251128,C01379,P0078,S033,4,3960,0.0635,15840,15840,9960,5880,UPI,BANK10,1,Express,0
O0019465,20250105,C02418,P0134,S040,4,510,0.034,2040,2040,1440,600,Cash,NONE,4,Standard,0
O0019466,20250406,C01148,P0167,S009,3,5080,0,15240,15240,11160,4080,UPI,NONE,4,Standard,0
O0019467,20250415,C00630,P0108,S010,1,510,0.0141,510,510,290,220,UPI,NONE,3,Standard,0
O0019468,20251101,C00433,P0176,S016,1,180,0.1665,180,180,130,50,UPI,FESTIVE15,4,Standard,0
O0019469,20250107,C00198,P0108,S002,5,520,0,2600,2600,1450,1150,Credit Card,NONE,4,Standard,0
O0019470,20250215,C01764,P0151,S001,3,10,0.0868,30,30,30,0,Credit Card,BULK5,6,Standard,0
O0019471,20250102,C02441,P0010,S028,1,14320,0.1239,14320,14320,10900,3420,UPI,FESTIVE15,3,Standard,0
O0019472,20251214,C01618,P0036,S014,1,26500,0.072,26500,26500,19310,7190,UPI,NONE,5,Standard,0
O0019473,20250112,C01507,P0040,S045,2,820,0.2204,1640,1640,1400,240,Net Banking,CLEARANCE20,1,Express,0
O0019474,20250407,C00071,P0058,S039,2,33090,0.1028,66180,66180,53160,13020,Credit Card,NEWUSER10,3,Standard,0
O0019475,20250710,C00044,P0050,S031,2,810,0.0623,1620,1620,1000,620,UPI,NONE,4,Standard,0
O0019476,20250508,C01248,P0126,S037,4,430,0.0602,1720,1720,1280,440,UPI,NONE,3,Standard,0
O0019477,20250203,C01300,P0180,S012,1,250,0.1539,250,250,220,30,Credit Card,FESTIVE15,4,Standard,0
O0019478,20250531,C01065,P0032,S032,3,4430,0.06,13290,13290,9870,3420,Credit Card,NONE,4,Standard,0
O0019479,20251019,C02341,P0041,S040,1,5980,0.0926,5980,5980,4740,1240,UPI,NEWUSER10,4,Standard,0
O0019480,20250416,C00826,P0167,S008,1,4740,0.0662,4740,4740,3720,1020,UPI,NONE,2,Express,0
O0019481,20250708,C02462,P0068,S025,1,650,0.123,650,650,580,70,UPI,NONE,4,Standard,0
O0019482,20250621,C00659,P0126,S045,2,390,0.1485,780,780,640,140,Net Banking,NEWUSER10,2,Express,0
O0019483,20250331,C00815,P0035,S023,1,130,0.02,130,130,100,30,Net Banking,NONE,3,Standard,0
O0019484,20250101,C00749,P0162,S037,1,200,0.1495,200,200,160,40,Debit Card,BULK5,6,Standard,0
O0019485,20251103,C01955,P0086,S003,3,210,0.1091,630,630,480,150,Net Banking,BANK10,5,Standard,0
O0019486,20251229,C00828,P0158,S016,1,320,0.0307,320,320,210,110,Credit Card,NONE,3,Standard,0
O0019487,20250706,C01147,P0001,S003,1,21130,0.0306,21130,21130,14860,6270,Credit Card,NONE,3,Standard,0
O0019488,20251031,C00279,P0098,S033,1,140,0.0413,140,140,100,40,Debit Card,NONE,5,Standard,0
O0019489,20250509,C00996,P0145,S027,1,100,0.0433,100,100,80,20,Net Banking,NONE,5,Standard,0
O0019490,20251211,C00500,P0026,S009,2,500,0.0713,1000,1000,700,300,Credit Card,BANK10,4,Standard,0
O0019491,20250727,C01896,P0159,S037,1,610,0.1193,610,610,400,210,Debit Card,FESTIVE15,5,Standard,0
O0019492,20251020,C02033,P0141,S025,1,130,0.0922,130,130,90,40,UPI,NONE,3,Standard,0
O0019493,20250903,C00675,P0089,S034,3,860,0.1127,2580,2580,2100,480,UPI,NEWUSER10,4,Standard,0
O0019494,20251204,C02471,P0165,S033,1,240,0.0916,240,240,200,40,UPI,NONE,2,Express,0
O0019495,20250723,C01066,P0153,S043,5,160,0.0873,800,800,700,100,UPI,BULK5,3,Standard,0
O0019496,20251106,C02088,P0033,S011,1,680,0.1486,680,680,560,120,Credit Card,CLEARANCE20,1,Express,0
O0019497,20251207,C00617,P0001,S023,1,20930,0.04,20930,20930,14860,6070,UPI,NEWUSER10,2,Express,0
O0019498,20251005,C02148,P0044,S008,2,2310,0.04,4620,4620,3200,1420,Credit Card,NONE,2,Express,0
O0019499,20250510,C00357,P0079,S028,1,470,0.0659,470,470,290,180,UPI,NONE,3,Standard,0
O0019500,20250203,C00905,P0124,S017,3,20,0.1537,60,60,30,30,UPI,NEWUSER10,3,Standard,0
O0019501,20250530,C00949,P0031,S029,2,360,0.0654,720,720,560,160,Credit Card,NEWUSER10,0,Express,0
O0019502,20250910,C00466,P0054,S004,1,450,0.1985,450,450,340,110,Credit Card,CLEARANCE20,5,Standard,0
O0019503,20251110,C02399,P0071,S018,1,670,0,670,670,470,200,UPI,NONE,3,Standard,0
O0019504,20251008,C00735,P0095,S021,2,130,0.0545,260,260,160,100,Wallet,NONE,4,Standard,0
O0019505,20250821,C01048,P0076,S001,2,150,0.1605,300,300,220,80,Credit Card,NEWUSER10,4,Standard,0
O0019506,20250715,C00042,P0078,S007,2,3810,0.0996,7620,7620,4980,2640,UPI,NEWUSER10,2,Express,0
O0019507,20251219,C01709,P0123,S038,1,30,0.1392,30,30,20,10,Wallet,NEWUSER10,3,Standard,0
O0019508,20250331,C00449,P0121,S022,1,590,0.1293,590,590,450,140,UPI,FESTIVE15,4,Standard,0
O0019509,20251017,C00713,P0145,S004,1,90,0.107,90,90,80,10,Wallet,NONE,4,Standard,0
O0019510,20250721,C02293,P0172,S007,1,23430,0,23430,23430,17320,6110,Wallet,NONE,5,Standard,0
O0019511,20250707,C02164,P0170,S044,2,11710,0.064,23420,23420,18380,5040,UPI,NONE,5,Standard,0
O0019512,20250526,C00287,P0155,S008,2,340,0.1463,680,680,500,180,Credit Card,BANK10,6,Standard,0
O0019513,20250820,C01563,P0054,S038,1,470,0.1595,470,470,340,130,Credit Card,FESTIVE15,3,Standard,0
O0019514,20251231,C01869,P0122,S012,2,20,0.1926,40,40,40,0,Debit Card,FESTIVE15,0,Express,0
O0019515,20250529,C02377,P0125,S005,1,60,0.0697,60,60,50,10,UPI,NONE,5,Standard,0
O0019516,20250211,C00603,P0123,S038,1,30,0.0267,30,30,20,10,UPI,NONE,4,Standard,0
O0019517,20250216,C00815,P0151,S006,3,10,0.1278,30,30,30,0,Credit Card,BULK5,2,Express,0
O0019518,20250306,C00593,P0141,S037,1,120,0.1098,120,120,90,30,UPI,BANK10,2,Express,0
O0019519,20250529,C01346,P0073,S034,1,90,0.0613,90,90,60,30,UPI,NONE,3,Standard,0
O0019520,20250102,C01508,P0040,S045,1,1030,0.0162,1030,1030,700,330,Credit Card,NONE,3,Standard,0
O0019521,20250413,C00478,P0101,S025,1,130,0.1034,130,130,90,40,Credit Card,NONE,2,Express,0
O0019522,20250911,C00057,P0107,S042,1,150,0.0724,150,0,120,-120,Wallet,NONE,4,Standard,1
O0019523,20250905,C00340,P0124,S030,2,20,0.1053,40,40,20,20,Credit Card,BULK5,4,Standard,0
O0019524,20250902,C00522,P0010,S001,1,14590,0.1068,14590,14590,10900,3690,UPI,NEWUSER10,3,Standard,0
O0019525,20250902,C01464,P0015,S014,1,560,0.0471,560,560,360,200,UPI,NONE,1,Express,0
O0019526,20250128,C00501,P0132,S001,2,230,0,460,460,300,160,UPI,NONE,4,Standard,0
O0019527,20251209,C02009,P0112,S040,1,700,0.0609,700,700,560,140,UPI,BANK10,3,Standard,0
O0019528,20250419,C01606,P0131,S019,5,330,0.08,1650,1650,1350,300,UPI,BULK5,0,Express,0
O0019529,20250130,C00500,P0098,S025,2,140,0.0425,280,280,200,80,Cash,BULK5,4,Standard,0
O0019530,20251024,C02477,P0149,S037,2,20,0.0045,40,40,20,20,Debit Card,NONE,2,Express,0
O0019531,20250620,C01758,P0056,S026,1,21550,0.1647,21550,21550,15220,6330,UPI,FESTIVE15,2,Express,0
O0019532,20250507,C02176,P0095,S042,2,140,0,280,280,160,120,UPI,NONE,3,Standard,0
O0019533,20250526,C01679,P0180,S045,2,290,0.0311,580,580,440,140,Debit Card,NONE,1,Express,0
O0019534,20250801,C01651,P0176,S010,3,210,0.0453,630,630,390,240,Net Banking,NONE,4,Standard,0
O0019535,20250712,C01207,P0015,S035,1,580,0.0213,580,580,360,220,Debit Card,NONE,3,Standard,0
O0019536,20250106,C01641,P0023,S009,1,27770,0.088,27770,27770,20870,6900,UPI,BANK10,3,Standard,0
O0019537,20250213,C01918,P0172,S031,1,20480,0.126,20480,20480,17320,3160,Wallet,FESTIVE15,2,Express,0
O0019538,20251212,C02466,P0104,S025,1,23030,0.0202,23030,23030,16370,6660,UPI,NONE,4,Standard,0
O0019539,20250629,C01485,P0115,S039,1,880,0.0565,880,880,690,190,UPI,BULK5,4,Standard,0
O0019540,20251227,C01885,P0003,S009,1,230,0.1186,230,230,200,30,Net Banking,NEWUSER10,3,Standard,0
O0019541,20250828,C02367,P0011,S045,1,420,0.0163,420,420,280,140,Net Banking,NONE,4,Standard,0
O0019542,20250927,C01527,P0126,S023,1,460,0,460,460,320,140,UPI,NONE,3,Standard,0
O0019543,20250425,C01910,P0033,S037,2,670,0.1666,1340,1340,1120,220,UPI,FESTIVE15,1,Express,0
O0019544,20251102,C00473,P0141,S037,2,140,0.0212,280,280,180,100,Cash,NONE,2,Express,0
O0019545,20250826,C02217,P0141,S037,1,130,0.0427,130,130,90,40,Debit Card,NONE,3,Standard,0
O0019546,20251002,C02448,P0173,S011,2,30,0.04,60,60,40,20,Debit Card,BULK5,4,Standard,0
O0019547,20250407,C00904,P0036,S009,1,25920,0.092,25920,25920,19310,6610,UPI,BANK10,2,Express,0
O0019548,20250803,C02219,P0069,S005,1,16770,0.1069,16770,16770,13660,3110,UPI,BULK5,3,Standard,0
O0019549,20250515,C02028,P0009,S040,1,2230,0.1081,2230,2230,1460,770,Cash,NEWUSER10,4,Standard,0
O0019550,20251128,C00583,P0097,S028,1,2760,0.0528,2760,2760,1800,960,Credit Card,BANK10,4,Standard,0
O0019551,20251128,C02481,P0099,S040,3,340,0.1457,1020,1020,810,210,UPI,FESTIVE15,4,Standard,0
O0019552,20250509,C01462,P0019,S016,1,120,0.1412,120,120,100,20,Net Banking,BULK5,4,Standard,0
O0019553,20250110,C00409,P0180,S027,1,300,0,300,300,220,80,UPI,NONE,4,Standard,0
O0019554,20250402,C00271,P0105,S003,2,880,0.0928,1760,1760,1360,400,Cash,NONE,7,Standard,0
O0019555,20250410,C01278,P0069,S030,1,14110,0.2488,14110,14110,13660,450,UPI,CLEARANCE20,4,Standard,0
O0019556,20250108,C01302,P0144,S041,3,390,0.1813,1170,1170,1020,150,UPI,FESTIVE15,3,Standard,0
O0019557,20251208,C02156,P0080,S029,2,30,0.0998,60,60,40,20,Wallet,BANK10,3,Standard,0
O0019558,20250620,C01277,P0131,S039,3,330,0.086,990,990,810,180,UPI,NEWUSER10,5,Standard,0
O0019559,20250223,C00992,P0140,S025,2,300,0.0163,600,600,420,180,UPI,NONE,2,Express,0
O0019560,20250811,C00792,P0149,S020,2,20,0.005,40,40,20,20,Wallet,NONE,3,Standard,0
O0019561,20250526,C01271,P0108,S009,1,440,0.1575,440,440,290,150,UPI,FESTIVE15,4,Standard,0
O0019562,20250305,C00666,P0054,S011,1,520,0.0668,520,520,340,180,UPI,NEWUSER10,5,Standard,0
O0019563,20250615,C01870,P0049,S030,1,990,0.0674,990,0,700,-700,UPI,NONE,0,Express,1
O0019564,20250807,C00340,P0178,S018,1,15510,0.0959,15510,15510,12250,3260,Debit Card,NEWUSER10,4,Standard,0
O0019565,20250827,C02062,P0099,S018,1,370,0.0778,370,370,270,100,Debit Card,NONE,1,Express,0
O0019566,20250324,C00541,P0100,S026,1,21940,0.053,21940,21940,15370,6570,Debit Card,BULK5,8,Standard,0
O0019567,20250812,C00499,P0083,S025,1,26880,0.103,26880,0,22270,-22270,UPI,BULK5,3,Standard,1
O0019568,20251017,C02436,P0102,S037,1,32710,0.1158,32710,32710,22420,10290,Wallet,FESTIVE15,3,Standard,0
O0019569,20250817,C00978,P0003,S041,2,230,0.1034,460,460,400,60,UPI,NONE,7,Standard,0
O0019570,20251214,C01701,P0110,S006,1,430,0.047,430,430,300,130,Credit Card,BULK5,3,Standard,0
O0019571,20251210,C00987,P0020,S005,1,430,0.0834,430,430,300,130,Debit Card,BANK10,2,Express,0
O0019572,20250630,C02455,P0100,S038,1,21150,0.0872,21150,21150,15370,5780,UPI,NONE,5,Standard,0
O0019573,20250524,C00383,P0109,S043,1,510,0.0888,510,510,360,150,UPI,BULK5,7,Standard,0
O0019574,20250616,C01165,P0171,S025,2,30700,0,61400,0,46820,-46820,Debit Card,NONE,3,Standard,1
O0019575,20250628,C00228,P0027,S026,1,340,0.0482,340,340,240,100,UPI,NONE,3,Standard,0
O0019576,20250305,C01429,P0158,S033,1,300,0.077,300,300,210,90,Net Banking,BANK10,1,Express,0
O0019577,20251218,C01862,P0139,S043,1,1340,0.07,1340,1340,1120,220,Credit Card,NONE,6,Standard,0
O0019578,20250727,C01172,P0138,S017,1,29310,0.0655,29310,29310,21820,7490,UPI,NONE,3,Standard,0
O0019579,20250216,C02130,P0089,S010,1,970,0,970,970,700,270,UPI,NONE,2,Express,0
O0019580,20251126,C01922,P0152,S037,1,1360,0.0821,1360,1360,1040,320,Net Banking,NEWUSER10,5,Standard,0
O0019581,20251213,C02380,P0016,S003,1,170,0.0823,170,170,110,60,Credit Card,NEWUSER10,1,Express,0
O0019582,20250724,C02490,P0088,S005,2,150,0.0017,300,300,180,120,Wallet,NONE,4,Standard,0
O0019583,20251213,C02391,P0172,S028,3,21090,0.0999,63270,0,51960,-51960,Credit Card,BANK10,0,Express,1
O0019584,20251221,C01083,P0107,S015,1,160,0.0048,160,160,120,40,UPI,NONE,4,Standard,0
O0019585,20251215,C02487,P0151,S024,1,10,0.13,10,10,10,0,UPI,BANK10,3,Standard,0
O0019586,20251218,C01653,P0103,S023,1,40,0.0635,40,40,30,10,UPI,NONE,5,Standard,0
O0019587,20250125,C00208,P0116,S034,1,300,0.0129,300,300,200,100,Credit Card,NONE,1,Express,0
O0019588,20250112,C00206,P0129,S008,1,20,0.0551,20,20,10,10,UPI,NONE,3,Standard,0
O0019589,20250730,C00992,P0135,S028,2,430,0.1419,860,860,560,300,UPI,BULK5,2,Express,0
O0019590,20251001,C01392,P0079,S034,2,490,0.0251,980,980,580,400,UPI,NONE,1,Express,0
O0019591,20251102,C00206,P0120,S024,2,22870,0.13,45740,45740,33040,12700,UPI,NEWUSER10,4,Standard,0
O0019592,20250823,C01442,P0062,S014,1,800,0.064,800,800,550,250,UPI,NONE,5,Standard,0
O0019593,20250425,C01695,P0003,S041,1,250,0.0428,250,250,200,50,UPI,NONE,0,Express,0
O0019594,20251207,C01734,P0019,S006,1,130,0.0476,130,130,100,30,UPI,NONE,5,Standard,0
O0019595,20250804,C02431,P0112,S015,1,640,0.1415,640,640,560,80,Debit Card,BANK10,6,Standard,0
O0019596,20250906,C00911,P0107,S025,1,140,0.1323,140,140,120,20,UPI,NEWUSER10,7,Standard,0
O0019597,20250404,C00092,P0045,S013,3,12370,0,37110,37110,24840,12270,Credit Card,NONE,0,Express,0
O0019598,20251004,C02395,P0080,S030,1,30,0,30,30,20,10,UPI,NONE,5,Standard,0
O0019599,20250217,C01316,P0171,S037,1,26980,0.1213,26980,26980,23410,3570,Net Banking,CLEARANCE20,4,Standard,0
O0019600,20251114,C01577,P0147,S024,4,29710,0.15,118840,118840,104760,14080,UPI,FESTIVE15,3,Standard,0
O0019601,20251108,C01334,P0074,S016,5,21610,0.1488,108050,108050,88550,19500,Cash,FESTIVE15,6,Standard,0
O0019602,20250907,C01218,P0099,S028,1,360,0.0981,360,360,270,90,Cash,BANK10,3,Standard,0
O0019603,20251225,C00409,P0127,S026,2,28450,0.0906,56900,56900,36980,19920,Credit Card,BANK10,3,Standard,0
O0019604,20251129,C01411,P0129,S037,2,20,0.0619,40,40,20,20,Net Banking,NONE,0,Express,0
O0019605,20250126,C02084,P0027,S028,1,300,0.1539,300,300,240,60,UPI,BANK10,0,Express,0
O0019606,20250322,C00284,P0051,S001,1,540,0.101,540,540,340,200,Net Banking,BANK10,3,Standard,0
O0019607,20250214,C00987,P0086,S014,4,220,0.0666,880,880,640,240,Credit Card,BANK10,6,Standard,0
O0019608,20250428,C02338,P0163,S017,3,20,0.1161,60,60,60,0,Cash,NEWUSER10,5,Standard,0
O0019609,20250803,C01052,P0019,S017,3,140,0.0221,420,420,300,120,UPI,NONE,5,Standard,0
O0019610,20250222,C00405,P0131,S039,2,330,0.0935,660,660,540,120,Cash,FESTIVE15,1,Express,0
O0019611,20250201,C02405,P0074,S002,2,21340,0.1597,42680,42680,35420,7260,Credit Card,FESTIVE15,4,Standard,0
O0019612,20250824,C00343,P0073,S034,1,100,0,100,100,60,40,Cash,NONE,5,Standard,0
O0019613,20250819,C00619,P0101,S013,2,130,0.15,260,260,180,80,Credit Card,BULK5,4,Standard,0
O0019614,20250514,C01163,P0036,S025,2,22240,0.2211,44480,44480,38620,5860,UPI,FESTIVE15,0,Express,0
O0019615,20250920,C00964,P0114,S015,1,490,0,490,490,360,130,Debit Card,NONE,6,Standard,0
O0019616,20250805,C01041,P0089,S004,3,970,0,2910,2910,2100,810,Debit Card,NONE,4,Standard,0
O0019617,20250601,C01926,P0072,S001,1,14390,0.1337,14390,14390,11830,2560,UPI,FESTIVE15,1,Express,0
O0019618,20250125,C01392,P0027,S018,3,340,0.0509,1020,1020,720,300,UPI,NONE,6,Standard,0
O0019619,20251004,C01200,P0029,S038,2,290,0.08,580,580,440,140,Credit Card,FESTIVE15,3,Standard,0
O0019620,20250816,C01759,P0037,S016,1,80,0.1131,80,80,60,20,Credit Card,NONE,4,Standard,0
O0019621,20250211,C01509,P0119,S040,1,1560,0.1358,1560,1560,1350,210,Cash,FESTIVE15,2,Express,0
O0019622,20250310,C01572,P0071,S042,2,590,0.126,1180,1180,940,240,UPI,BANK10,2,Express,0
O0019623,20250420,C01195,P0003,S008,2,200,0.2169,400,400,400,0,UPI,CLEARANCE20,5,Standard,0
O0019624,20250307,C01387,P0158,S038,1,300,0.0943,300,300,210,90,UPI,NEWUSER10,1,Express,0
O0019625,20251022,C00709,P0146,S028,1,80,0.2835,80,80,80,0,UPI,CLEARANCE20,6,Standard,0
O0019626,20251207,C01035,P0127,S026,1,31290,0,31290,31290,18490,12800,UPI,NONE,3,Standard,0
O0019627,20250202,C00407,P0122,S020,5,30,0.1353,150,150,100,50,UPI,BANK10,3,Standard,0
O0019628,20250329,C00206,P0118,S043,1,42080,0.0491,42080,42080,30310,11770,UPI,NONE,3,Standard,0
O0019629,20250415,C02126,P0140,S006,1,290,0.0686,290,290,210,80,Credit Card,BANK10,4,Standard,0
O0019630,20251228,C02018,P0167,S001,1,4510,0.1128,4510,4510,3720,790,Credit Card,NEWUSER10,2,Express,0
O0019631,20250815,C00689,P0176,S002,1,200,0.0917,200,200,130,70,UPI,BULK5,3,Standard,0
O0019632,20251215,C01153,P0052,S040,5,42260,0.0798,211300,211300,170800,40500,Net Banking,NEWUSER10,7,Standard,0
O0019633,20250401,C02494,P0059,S030,1,40,0.0767,40,40,20,20,Net Banking,BANK10,4,Standard,0
O0019634,20250125,C01328,P0031,S023,2,350,0.1061,700,700,560,140,UPI,BANK10,2,Express,0
O0019635,20250625,C00026,P0096,S004,4,2790,0.0206,11160,11160,6880,4280,UPI,NONE,2,Express,0
O0019636,20251026,C01444,P0075,S007,4,30,0.0269,120,120,80,40,Cash,NONE,1,Express,0
O0019637,20251102,C02205,P0114,S041,3,470,0.0416,1410,1410,1080,330,UPI,NONE,4,Standard,0
O0019638,20250622,C00577,P0112,S040,3,750,0,2250,2250,1680,570,Credit Card,NONE,2,Express,0
O0019639,20250409,C02369,P0106,S036,2,180,0.0359,360,360,260,100,Credit Card,NONE,5,Standard,0
O0019640,20250118,C01908,P0003,S040,3,220,0.1456,660,660,600,60,Credit Card,CLEARANCE20,3,Standard,0
O0019641,20250609,C00147,P0115,S033,2,840,0.0999,1680,1680,1380,300,UPI,BULK5,4,Standard,0
O0019642,20250715,C02470,P0027,S034,5,320,0.1032,1600,1600,1200,400,Net Banking,NONE,3,Standard,0
O0019643,20250107,C01569,P0170,S038,3,11960,0.0441,35880,35880,27570,8310,UPI,NONE,2,Express,0
O0019644,20251208,C00540,P0007,S021,1,28110,0.038,28110,28110,20430,7680,Cash,NONE,2,Express,0
O0019645,20250916,C01957,P0088,S005,1,140,0.0387,140,140,90,50,UPI,NONE,4,Standard,0
O0019646,20250430,C02054,P0072,S006,5,14440,0.1306,72200,72200,59150,13050,UPI,BANK10,2,Express,0
O0019647,20250510,C01539,P0156,S029,1,810,0.0263,810,810,600,210,UPI,NONE,2,Express,0
O0019648,20250511,C02411,P0002,S009,4,490,0.07,1960,1960,1240,720,Wallet,NEWUSER10,2,Express,0
O0019649,20251110,C02201,P0114,S010,1,400,0.18,400,400,360,40,UPI,BANK10,6,Standard,0
O0019650,20250922,C00780,P0149,S040,2,20,0.1078,40,40,20,20,UPI,NEWUSER10,0,Express,0
O0019651,20250202,C00332,P0141,S024,3,120,0.1129,360,360,270,90,Net Banking,CLEARANCE20,4,Standard,0
O0019652,20250422,C02019,P0053,S022,1,2950,0.0649,2950,2950,1780,1170,UPI,NONE,7,Standard,0
O0019653,20251013,C02372,P0060,S017,1,480,0.335,480,480,530,-50,Debit Card,CLEARANCE20,0,Express,0
O0019654,20250511,C00736,P0039,S013,3,2690,0.1,8070,8070,5670,2400,UPI,CLEARANCE20,4,Standard,0
O0019655,20251025,C01377,P0060,S006,1,660,0.0805,660,660,530,130,Credit Card,NONE,2,Express,0
O0019656,20250705,C01276,P0077,S043,2,2640,0.1114,5280,5280,3980,1300,UPI,BANK10,5,Standard,0
O0019657,20251011,C00861,P0169,S034,1,2710,0.1244,2710,2710,2090,620,UPI,BANK10,1,Express,0
O0019658,20250712,C01346,P0161,S039,1,50,0.0543,50,50,40,10,UPI,BANK10,5,Standard,0
O0019659,20250926,C01313,P0150,S014,1,5620,0.2205,5620,5620,4700,920,UPI,FESTIVE15,2,Express,0
O0019660,20250607,C02464,P0073,S005,4,80,0.162,320,320,240,80,UPI,BANK10,1,Express,0
O0019661,20250328,C00849,P0092,S006,2,70,0.022,140,140,80,60,Wallet,NONE,3,Standard,0
O0019662,20251118,C00373,P0091,S044,4,520,0.0803,2080,2080,1480,600,UPI,NEWUSER10,2,Express,0
O0019663,20250602,C01139,P0083,S040,3,26090,0.1293,78270,78270,66810,11460,UPI,BANK10,0,Express,0
O0019664,20250104,C00355,P0036,S042,1,22950,0.1961,22950,22950,19310,3640,Debit Card,CLEARANCE20,1,Express,0
O0019665,20250521,C00392,P0046,S007,3,80,0.1154,240,240,210,30,Cash,BANK10,5,Standard,0
O0019666,20250530,C01588,P0105,S019,1,970,0,970,970,680,290,UPI,NONE,3,Standard,0
O0019667,20250329,C02112,P0038,S010,4,10,0.2595,40,40,40,0,Credit Card,CLEARANCE20,4,Standard,0
O0019668,20251117,C00290,P0014,S027,1,910,0.09,910,910,580,330,UPI,BULK5,2,Express,0
O0019669,20250629,C00975,P0041,S002,1,4830,0.2673,4830,4830,4740,90,Credit Card,CLEARANCE20,4,Standard,0
O0019670,20250516,C00459,P0164,S018,2,110,0.118,220,220,180,40,Debit Card,FESTIVE15,3,Standard,0
